host_identity_verified,bedrooms,neighbourhood_cleansed,calculated_host_listings_count_shared_rooms,host_total_listings_count,neighbourhood_group_cleansed,has_availability,calculated_host_listings_count_private_rooms,calculated_host_listings_count_entire_homes,maximum_nights_avg_ntm,maximum_nights,accommodates,host_is_superhost,availability_365,minimum_nights_avg_ntm,price,instant_bookable,bathrooms
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,5.0,250.0,f,1.0
t,1.0,East Flatbush,0,2.0,Brooklyn,t,2,0,90.0,90,2,t,91,30.0,55.0,f,1.0
t,1.0,Fort Greene,0,2.0,Brooklyn,t,0,1,365.0,365,3,t,254,3.0,170.0,f,1.0
t,,Chelsea,0,1.0,Manhattan,t,0,1,60.0,60,1,f,0,5.0,112.0,f,1.0
t,3.0,Park Slope,0,1.0,Brooklyn,t,0,1,30.0,30,5,t,0,5.0,275.0,f,2.5
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,365.0,365,2,f,30,30.0,73.0,t,1.0
t,,Williamsburg,0,1.0,Brooklyn,t,0,1,180.0,180,4,t,173,30.0,249.0,f,1.0
t,2.0,East Village,0,1.0,Manhattan,t,0,1,356.0,356,4,f,272,30.0,185.0,f,
t,,Boerum Hill,0,1.0,Brooklyn,t,0,1,1125.0,120,4,f,0,30.0,100.0,f,1.0
t,3.0,Park Slope,0,0.0,Brooklyn,t,0,1,1125.0,1125,5,f,362,1.0,900.0,f,2.0
f,,East Village,0,1.0,Manhattan,t,0,1,730.0,730,2,f,0,30.0,100.0,f,1.0
t,2.0,Harlem,0,4.0,Manhattan,t,1,1,365.0,365,6,t,353,6.0,376.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,0,730.0,730,2,f,0,30.0,67.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,730.0,730,3,f,0,30.0,145.0,f,1.0
f,1.0,West Village,0,1.0,Manhattan,t,0,1,365.0,365,4,f,0,30.0,175.0,f,1.0
t,2.0,Williamsburg,0,2.0,Brooklyn,t,0,1,60.0,60,6,f,293,2.0,293.0,f,1.0
t,2.0,Upper West Side,0,4.0,Manhattan,t,0,2,180.0,180,4,t,269,2.0,178.0,f,1.0
t,2.0,Windsor Terrace,0,1.0,Brooklyn,t,0,1,1125.0,31,4,f,306,21.0,150.0,t,1.0
t,2.0,Upper East Side,0,1.0,Manhattan,t,0,1,730.0,730,4,f,0,30.0,250.0,f,1.0
t,4.0,Harlem,0,0.0,Manhattan,t,0,1,730.0,730,16,f,365,30.0,100.0,f,0.0
t,2.0,Lower East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,5,f,17,4.0,250.0,f,2.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,365.0,365,2,f,36,30.0,157.0,f,1.0
t,2.0,Astoria,0,1.0,Queens,t,0,1,1125.0,1125,3,f,301,2.0,149.0,f,1.0
t,1.0,Park Slope,0,1.0,Brooklyn,t,0,1,15.0,15,2,f,0,2.0,150.0,f,1.0
t,2.0,Harlem,0,3.0,Manhattan,t,2,1,21.0,21,8,t,295,2.0,300.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,1125,2,t,255,3.0,175.0,f,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,2,0,90.0,90,1,f,306,30.0,75.0,f,
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,95,60.0,65.0,t,1.0
f,1.0,Bedford-Stuyvesant,0,4.0,Brooklyn,t,4,0,365.0,365,2,f,365,30.0,165.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,60,2,f,0,30.0,155.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,4,0,1125.0,1125,3,f,2,2.0,81.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,4,0,365.0,365,2,f,0,7.0,81.0,f,1.0
f,1.0,Chelsea,0,1.0,Manhattan,t,1,0,30.0,30,2,f,363,30.0,150.0,f,1.0
t,3.0,Williamsburg,0,2.0,Brooklyn,t,0,1,60.0,60,6,f,148,6.0,500.0,f,2.5
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,90.0,90,2,t,56,7.0,130.0,f,1.0
t,1.0,East Village,0,5.0,Manhattan,t,0,3,28.0,28,5,f,289,2.0,169.0,f,1.0
t,2.0,Upper West Side,0,2.0,Manhattan,t,0,1,365.0,365,7,f,213,31.0,250.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,30.0,30,2,f,0,30.0,55.0,f,1.0
t,3.0,Carroll Gardens,0,1.0,Brooklyn,t,0,1,30.0,30,6,f,0,30.0,350.0,f,2.0
t,1.0,Windsor Terrace,0,2.0,Brooklyn,t,0,1,60.0,60,2,f,60,30.0,95.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,365.0,365,4,f,179,30.0,85.0,f,1.0
f,1.0,East Harlem,0,1.0,Manhattan,t,0,1,365.0,365,2,f,0,30.0,79.0,f,1.0
t,1.0,Fort Greene,0,3.0,Brooklyn,t,2,0,1125.0,31,2,t,138,2.0,85.0,t,1.5
t,,Chelsea,0,2.0,Manhattan,t,0,1,1125.0,60,2,t,24,14.0,215.0,f,1.0
t,3.0,Upper East Side,0,0.0,Manhattan,t,0,1,365.0,365,4,f,362,365.0,250.0,f,2.0
t,1.0,Greenpoint,0,1.0,Brooklyn,t,1,0,31.0,31,2,f,62,30.0,78.0,f,1.0
t,2.0,Upper West Side,0,14.0,Manhattan,t,0,10,1125.0,1125,9,t,364,30.0,2500.0,f,2.5
t,1.0,East Village,0,2.0,Manhattan,t,2,0,1125.0,1125,1,f,0,30.0,100.0,f,1.0
t,2.0,Chelsea,0,1.0,Manhattan,t,0,1,730.0,730,4,f,0,30.0,550.0,f,1.5
t,1.0,Kips Bay,0,1.0,Manhattan,t,1,0,60.0,60,2,f,342,4.0,189.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,1125,1,t,338,3.0,150.0,f,1.0
t,2.0,Nolita,0,3.0,Manhattan,t,0,3,365.0,365,6,t,120,1.0,370.0,f,1.0
t,,East Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,3,t,233,30.0,75.0,f,1.0
t,2.0,Chelsea,0,1.0,Manhattan,f,0,1,1125.0,1125,4,f,0,30.0,250.0,f,1.5
t,1.0,East Village,0,1.0,Manhattan,t,0,1,730.0,730,2,f,0,30.0,165.0,t,1.0
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,1,0,365.0,365,2,t,365,30.0,106.0,f,1.0
t,1.0,Chelsea,0,1.0,Manhattan,t,1,0,60.0,60,2,f,0,30.0,282.0,f,1.0
f,3.0,East New York,0,1.0,Brooklyn,t,0,1,1125.0,29,8,t,302,3.0,179.0,t,1.5
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,518.0,518,2,f,0,30.0,108.0,f,1.0
t,1.0,Upper East Side,0,0.0,Manhattan,t,0,1,350.0,350,2,f,103,30.0,179.0,f,1.0
t,1.0,Prospect Heights,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,3.0,175.0,t,1.0
t,1.0,Park Slope,0,1.0,Brooklyn,t,0,1,31.0,31,3,t,272,3.0,130.0,f,1.0
t,1.0,Hell's Kitchen,0,0.0,Manhattan,t,0,1,365.0,365,3,f,365,30.0,450.0,f,1.5
t,1.0,Chelsea,0,1.0,Manhattan,t,1,0,1125.0,28,2,t,33,3.0,128.0,t,1.0
t,1.0,Washington Heights,0,1.0,Manhattan,t,1,0,365.0,365,2,f,365,30.0,75.0,f,1.5
t,1.0,Prospect-Lefferts Gardens,0,2.0,Brooklyn,t,2,0,3.0,3,1,f,0,1.0,50.0,f,1.0
t,1.0,Prospect-Lefferts Gardens,0,2.0,Brooklyn,t,2,0,90.0,90,1,f,84,1.0,55.0,f,1.0
t,1.0,Park Slope,0,2.0,Brooklyn,t,1,1,40.0,40,2,f,275,3.0,105.0,f,1.0
f,1.0,Harlem,0,2.0,Manhattan,t,2,0,20.0,20,3,f,270,2.0,68.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,t,277,7.0,163.0,f,1.0
t,1.0,Ditmars Steinway,1,1.0,Queens,t,0,0,500.0,500,2,f,64,75.0,50.0,t,1.0
f,1.0,Upper East Side,1,1.0,Manhattan,f,0,0,365.0,365,1,f,0,30.0,90.0,f,
f,1.0,Stuyvesant Town,0,1.0,Manhattan,t,0,1,300.0,300,2,f,326,30.0,125.0,f,1.0
f,1.0,Harlem,0,0.0,Manhattan,t,0,1,1125.0,60,4,f,365,30.0,140.0,f,1.0
t,1.0,Park Slope,0,1.0,Brooklyn,t,0,1,30.0,30,4,f,186,30.0,190.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,2,1,101.0,101,2,f,0,30.0,55.0,f,1.0
f,1.0,Upper East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,190.0,f,1.0
t,2.0,Clinton Hill,0,5.0,Brooklyn,t,1,1,365.0,365,8,f,343,2.0,388.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,29,3,f,306,3.0,145.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,365.0,365,3,f,260,4.0,120.0,f,1.0
f,,Fort Greene,0,1.0,Brooklyn,t,0,1,730.0,730,2,f,0,30.0,157.0,f,1.0
t,1.0,Williamsburg,0,0.0,Brooklyn,t,0,1,1125.0,1125,2,f,226,30.0,190.0,f,1.0
t,1.0,Sheepshead Bay,0,2.0,Brooklyn,t,0,2,365.0,365,4,f,87,14.0,95.0,f,1.0
t,,Lower East Side,0,1.0,Manhattan,t,0,1,1125.0,90,2,f,110,30.0,125.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,365.0,365,2,f,0,30.0,185.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,0,1,1125.0,180,4,f,196,30.0,59.0,f,1.0
t,1.0,Sunnyside,0,3.0,Queens,t,1,0,1125.0,365,2,t,249,75.0,51.0,f,1.0
t,1.0,Greenpoint,0,3.0,Brooklyn,t,0,3,90.0,90,4,f,2,3.0,185.0,f,1.0
t,1.0,Gowanus,0,1.0,Brooklyn,t,0,1,60.0,60,3,f,0,30.0,100.0,f,1.5
t,1.0,Lower East Side,0,2.0,Manhattan,t,1,0,1125.0,1125,2,t,111,6.0,200.0,f,2.0
t,1.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,3,0,365.0,365,2,f,296,3.0,68.0,f,1.0
t,1.0,Fort Greene,0,1.0,Brooklyn,t,1,1,1125.0,30,2,t,333,2.0,175.0,t,1.0
t,1.0,Bensonhurst,0,2.0,Brooklyn,t,0,1,365.0,365,2,f,241,10.0,110.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,30.0,30,1,f,65,30.0,90.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,2,1,60.0,60,2,f,0,30.0,75.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,0,1,180.0,180,2,f,75,30.0,99.0,f,1.0
t,1.0,Chelsea,0,1.0,Manhattan,t,0,1,31.0,31,2,f,60,30.0,75.0,f,1.0
f,2.0,Lower East Side,0,1.0,Manhattan,t,0,1,60.0,60,4,f,265,29.1,220.0,f,1.0
f,1.0,Prospect Heights,0,1.0,Brooklyn,t,0,1,60.0,60,2,f,279,30.0,150.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,t,1,0,365.0,365,2,f,0,30.0,80.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,3,0,180.0,180,2,f,302,3.0,70.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,365.0,365,2,f,317,30.0,130.0,f,1.0
t,2.0,Williamsburg,0,2.0,Brooklyn,t,0,2,130.0,130,5,t,136,2.8,223.0,f,1.0
t,1.0,Upper West Side,0,0.0,Manhattan,t,0,1,365.0,365,2,f,16,30.0,110.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,0,2,365.0,365,4,t,353,30.0,150.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,180,6,t,275,30.0,130.0,t,1.0
f,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,90.0,90,2,f,363,30.0,100.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,60.0,60,3,f,53,30.0,99.0,f,1.0
t,1.0,East Harlem,0,4.0,Manhattan,t,0,5,1125.0,1125,2,t,273,30.0,100.0,f,1.0
t,1.0,Jamaica,0,5.0,Queens,f,5,0,365.0,365,3,f,0,30.0,75.0,f,1.0
t,,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,28.0,28,2,t,177,3.0,110.0,f,1.0
t,1.0,Ridgewood,0,1.0,Queens,t,1,0,1125.0,1125,2,f,337,30.0,55.0,f,1.0
t,2.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,360,2,f,52,30.0,79.0,f,1.0
t,1.0,Long Island City,0,3.0,Queens,t,2,0,365.0,365,1,f,275,90.0,50.0,f,1.0
t,1.0,Lower East Side,0,2.0,Manhattan,t,0,1,159.0,159,3,f,306,30.0,180.0,f,1.0
t,1.0,Richmond Hill,0,5.0,Queens,t,3,0,365.0,365,1,f,365,3.0,51.0,t,1.0
t,3.0,South Slope,0,1.0,Brooklyn,t,0,1,1125.0,1125,5,f,33,30.0,300.0,f,2.0
t,1.0,Chelsea,0,2.0,Manhattan,t,2,0,1000.0,1000,3,f,336,30.0,110.0,f,1.0
t,1.0,Midtown,0,1.0,Manhattan,t,0,1,180.0,180,2,f,52,29.0,160.0,f,1.0
f,1.0,Lower East Side,0,1.0,Manhattan,t,0,1,365.0,365,3,f,307,28.0,150.0,f,1.0
t,1.0,Williamsburg,0,3.0,Brooklyn,t,0,1,1125.0,1125,1,f,0,30.0,160.0,f,1.0
f,1.0,Greenwich Village,0,1.0,Manhattan,t,0,1,90.0,90,2,f,31,30.0,275.0,f,1.0
t,1.0,Ditmars Steinway,0,1.0,Queens,t,0,1,60.0,60,1,f,306,30.0,75.0,f,1.0
t,1.0,Gramercy,0,1.0,Manhattan,t,0,1,365.0,365,3,f,0,30.0,295.0,t,1.0
t,1.0,Prospect-Lefferts Gardens,0,1.0,Brooklyn,t,0,1,70.0,70,2,f,0,30.0,65.0,f,1.0
t,2.0,East Village,0,0.0,Manhattan,t,0,1,1125.0,28,4,t,0,12.0,340.0,f,1.0
t,1.0,Prospect Heights,0,1.0,Brooklyn,t,1,0,34.0,34,1,f,338,3.0,57.0,f,1.0
f,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,22.0,22,5,t,313,2.0,146.0,f,1.0
f,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,28.0,28,1,f,0,2.0,50.0,t,1.0
t,1.0,Kingsbridge,0,3.0,Bronx,t,2,0,60.0,60,2,t,364,30.0,45.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,30.0,30,4,f,312,3.0,115.0,f,1.0
t,1.0,Gramercy,0,1.0,Manhattan,t,0,1,30.0,30,2,f,0,1.0,139.0,f,1.0
t,1.0,Richmond Hill,0,5.0,Queens,t,3,0,1125.0,365,1,f,365,3.0,61.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,300.0,300,4,f,362,3.0,263.0,f,1.0
t,4.0,West Village,0,5.0,Manhattan,t,0,1,365.0,365,8,t,340,7.0,630.0,f,2.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,30.0,30,2,f,0,4.0,246.0,f,1.0
f,1.0,Washington Heights,0,1.0,Manhattan,f,1,0,760.0,760,1,f,0,60.0,125.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,t,323,30.0,140.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,4.0,Brooklyn,t,4,0,365.0,365,1,f,365,30.0,100.0,f,1.0
t,1.0,Williamsburg,0,2.0,Brooklyn,t,0,1,360.0,360,2,t,338,30.0,250.0,f,1.0
t,1.0,Chinatown,0,1.0,Manhattan,t,0,1,30.0,30,2,f,0,30.0,122.0,f,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,1,1,365.0,365,2,f,365,30.0,125.0,f,1.0
t,2.0,Harlem,0,2.0,Manhattan,t,1,1,365.0,365,6,f,365,30.0,400.0,f,2.0
t,2.0,Upper West Side,0,1.0,Manhattan,t,1,0,365.0,365,1,t,320,2.0,150.0,f,2.0
t,1.0,Prospect Heights,0,0.0,Brooklyn,t,1,0,1125.0,120,1,f,0,30.0,55.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,360,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,360,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,362,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,1125.0,180,4,f,362,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,362,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,362,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,1125.0,180,4,f,356,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,356,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,130,3.2,313.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,115,3.2,349.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,1125.0,1125,2,f,335,3.0,190.0,f,1.0
t,2.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,6,f,115,3.0,599.0,f,1.0
f,1.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,1125.0,1125,3,f,0,1.0,110.0,f,
t,2.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,65.0,f,2.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,365,5,f,314,120.0,170.0,f,1.0
t,2.0,Nolita,0,3.0,Manhattan,t,0,2,365.0,365,4,t,337,30.0,495.0,f,2.0
t,2.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,0,1,1125.0,120,2,t,306,30.0,131.0,f,1.0
t,1.0,West Village,0,1.0,Manhattan,t,1,1,60.0,60,3,f,9,3.1,275.0,f,1.0
t,2.0,Chelsea,0,1.0,Manhattan,t,0,1,365.0,365,3,f,0,365.0,195.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,365.0,365,2,f,0,1.0,58.0,f,1.0
t,1.0,Chinatown,0,1.0,Manhattan,t,0,1,1000.0,1000,3,f,0,30.0,95.0,f,1.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,14.0,14,2,f,0,7.0,145.0,f,1.0
t,1.0,Financial District,0,2.0,Manhattan,t,2,0,1125.0,1125,2,f,121,31.0,80.0,f,1.0
t,1.0,Chelsea,0,1.0,Manhattan,t,1,0,365.0,365,2,f,0,30.0,95.0,f,1.0
t,2.0,West Village,0,1.0,Manhattan,t,0,1,30.0,30,4,f,0,30.0,375.0,f,2.0
t,1.0,Lower East Side,0,1.0,Manhattan,t,1,0,40.0,40,2,f,364,30.0,120.0,f,1.0
t,3.0,Fort Greene,0,2.0,Brooklyn,t,0,1,120.0,120,4,t,11,30.0,145.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,30.0,30,4,f,31,30.0,157.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,360.0,360,2,f,253,180.0,185.0,f,1.0
t,1.0,Upper West Side,0,4.0,Manhattan,t,0,2,1125.0,30,3,t,86,2.0,228.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,90.0,90,2,t,180,30.0,150.0,f,1.0
f,,Theater District,0,1.0,Manhattan,t,0,1,30.0,30,2,f,0,30.0,200.0,f,1.0
t,2.0,Upper East Side,0,1.0,Manhattan,t,0,1,365.0,365,6,f,0,30.0,496.0,f,1.0
t,2.0,Lower East Side,0,0.0,Manhattan,t,0,1,220.0,220,4,t,306,13.0,180.0,f,1.0
t,1.0,Rego Park,0,0.0,Queens,t,1,0,365.0,365,1,f,0,1.0,55.0,f,1.0
t,1.0,Kensington,0,2.0,Brooklyn,t,1,0,1125.0,180,2,t,208,30.0,60.0,f,1.0
t,1.0,Williamsburg,0,2.0,Brooklyn,t,0,2,365.0,365,2,f,320,60.0,125.0,f,1.0
f,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,120.0,120,4,f,0,30.0,150.0,f,2.0
t,1.0,Chelsea,0,1.0,Manhattan,t,0,1,28.0,28,2,f,0,3.0,293.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,31.0,31,2,f,306,30.0,40.0,f,1.0
t,1.0,Astoria,0,10.0,Queens,t,3,1,760.0,760,2,f,365,30.0,92.0,f,1.0
t,1.0,Long Island City,0,1.0,Queens,t,1,0,60.0,60,2,t,319,3.0,95.0,f,1.0
t,1.0,Bushwick,0,2.0,Brooklyn,t,2,0,200.0,200,2,f,0,20.0,32.0,f,1.0
f,1.0,Woodside,0,2.0,Queens,t,2,0,1125.0,30,2,f,365,30.0,150.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,4.0,Brooklyn,t,3,0,100.0,100,1,f,279,30.0,40.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,0,1,1125.0,12,4,f,0,6.0,250.0,f,1.0
f,1.0,Midtown,0,1.0,Manhattan,f,0,1,365.0,365,2,f,0,365.0,125.0,f,1.0
t,1.0,Washington Heights,0,1.0,Manhattan,t,0,1,365.0,365,2,f,335,85.0,69.0,f,1.0
t,1.0,Lower East Side,0,2.0,Manhattan,t,0,1,330.0,330,2,t,344,3.0,399.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,30.0,30,2,t,27,2.6,99.0,f,1.0
t,1.0,Ridgewood,0,2.0,Queens,t,0,1,1125.0,1125,4,f,211,30.0,68.0,f,1.0
t,1.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,120.0,120,3,f,286,30.0,135.0,f,1.0
f,,Upper East Side,0,1.0,Manhattan,t,0,1,300.0,300,1,f,305,15.0,95.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,365.0,365,2,f,62,30.0,150.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,365,5,t,135,30.0,120.0,f,1.0
t,3.0,Prospect Heights,0,1.0,Brooklyn,t,0,1,90.0,90,5,t,320,3.0,650.0,f,2.0
t,1.0,Greenpoint,0,2.0,Brooklyn,t,3,0,365.0,365,2,t,333,7.0,75.0,f,1.0
t,1.0,Prospect-Lefferts Gardens,0,1.0,Brooklyn,t,0,1,1125.0,30,2,f,0,30.0,75.0,f,1.0
f,1.0,East Harlem,0,1.0,Manhattan,t,2,0,1125.0,1125,2,t,305,3.0,65.0,f,1.0
t,1.0,Astoria,0,1.0,Queens,t,1,0,30.0,30,1,f,0,30.0,45.0,f,2.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,90.0,90,2,f,31,30.0,250.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,30.0,30,2,f,0,30.0,60.0,f,1.0
t,8.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,16,t,275,3.0,900.0,t,4.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,365.0,365,3,f,0,30.0,250.0,f,1.0
t,2.0,West Village,0,1.0,Manhattan,t,0,1,75.0,75,4,f,0,30.0,200.0,f,1.0
t,2.0,Greenpoint,0,1.0,Brooklyn,t,0,1,30.0,30,4,t,276,5.0,120.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,345,30.0,130.0,f,0.0
f,4.0,Park Slope,0,1.0,Brooklyn,t,1,0,21.0,21,6,t,314,4.0,125.0,f,1.0
f,1.0,Cypress Hills,0,1.0,Brooklyn,t,1,0,60.0,60,1,f,0,30.0,89.0,f,
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,175.0,t,1.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,1125.0,30,2,f,257,30.0,128.0,f,1.0
t,,SoHo,0,1.0,Manhattan,t,0,1,30.0,30,2,f,364,30.0,299.0,f,1.0
t,,Crown Heights,0,2.0,Brooklyn,t,0,1,365.0,365,2,t,192,3.0,79.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,f,1,0,365.0,365,1,f,0,30.0,75.0,f,1.0
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,0,1,291.5,300,2,f,0,28.4,179.0,f,1.0
t,1.0,Carroll Gardens,0,1.0,Brooklyn,t,0,1,60.0,60,4,f,275,30.0,140.0,f,1.0
t,2.0,Carroll Gardens,0,1.0,Brooklyn,t,0,1,365.0,365,4,t,306,31.0,225.0,f,1.0
t,1.0,Little Italy,0,0.0,Manhattan,t,1,0,1125.0,180,2,f,0,4.0,109.0,t,
t,1.0,East Village,0,1.0,Manhattan,t,0,1,30.0,30,2,f,0,30.0,188.0,f,1.0
t,1.0,West Village,0,2.0,Manhattan,t,0,1,40.0,40,3,t,0,20.0,450.0,f,1.0
t,1.0,SoHo,0,1.0,Manhattan,t,0,1,1125.0,365,2,f,0,30.0,249.0,t,1.0
t,1.0,Flatiron District,0,1.0,Manhattan,t,0,2,32.0,32,2,f,314,30.0,225.0,f,1.0
t,1.0,Bushwick,0,2.0,Brooklyn,t,1,1,365.0,365,1,f,44,30.0,45.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,365.0,365,3,f,0,30.0,100.0,f,1.0
t,1.0,West Village,0,0.0,Manhattan,t,0,1,1125.0,1125,2,f,218,90.0,128.0,f,1.0
t,1.0,Williamsburg,0,2.0,Brooklyn,f,0,1,180.0,180,4,f,0,60.0,150.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,362,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,359,3.0,263.0,f,1.0
t,1.0,Upper West Side,0,0.0,Manhattan,t,0,1,365.0,365,2,t,2,7.0,148.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,1125.0,180,4,f,334,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,365.0,365,4,f,347,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,1125.0,180,4,f,338,3.0,263.0,f,1.0
t,1.0,Greenpoint,0,27.0,Brooklyn,t,9,17,1125.0,1125,4,f,324,3.0,263.0,f,1.0
f,1.0,Williamsburg,0,2.0,Brooklyn,t,2,0,90.0,90,1,f,0,30.0,63.0,f,1.0
